ensemblID	Young1	Young2	Young3	Young4	Young5	Old1	Old2	Old3	Old4	Old5	Old6
ENSMUSG00000027996	24.11	31.26	24.51	23.60	21.35	16.02	19.57	23.11	16.38	28.28	44.50
ENSMUSG00000037519	696.04	686.04	666.67	641.70	734.30	670.45	641.91	680.86	681.09	687.46	589.63
ENSMUSG00000043384	11620.32	12466.57	13435.17	11219.24	10922.34	12084.16	11040.36	11275.06	11534.01	11420.56	11851.99
ENSMUSG00000033610	397.40	411.80	387.87	455.48	426.07	417.80	386.19	400.87	414.27	401.75	378.25
ENSMUSG00000066900	1897.58	1775.83	1762.88	1946.95	1841.74	1677.36	1771.78	1810.59	1775.27	1831.27	1828.23
ENSMUSG00000046962	412.96	410.01	413.61	462.48	443.14	425.19	424.03	451.54	383.84	397.85	391.23
ENSMUSG00000037787	332.08	334.09	369.49	402.15	373.13	358.64	369.23	330.65	335.86	340.32	374.55
ENSMUSG00000017664	1098.11	1012.98	1084.57	999.27	834.20	979.80	964.17	959.07	1007.59	951.71	975.30
ENSMUSG00000061603	5480.42	5601.74	6098.71	5244.62	5567.90	5562.04	5375.36	5701.97	5466.25	5163.24	5193.59
ENSMUSG00000010609	333.63	309.97	283.09	294.62	310.80	289.63	303.99	263.99	312.46	304.24	305.94
ENSMUSG00000086914	17.11	9.83	6.74	8.74	12.81	11.09	15.66	8.89	10.53	6.83	11.13
ENSMUSG00000004789	2779.48	2558.34	2613.38	2641.98	2688.75	2549.94	2521.98	2579.44	2581.58	2543.10	2638.51
ENSMUSG00000006403	545.16	564.55	465.69	639.95	660.02	502.84	597.55	511.09	532.47	576.29	613.74
ENSMUSG00000081999	24.11	14.29	20.22	18.36	14.52	27.11	16.96	16.00	22.23	14.63	7.42
ENSMUSG00000031755	409.85	421.63	345.59	356.69	318.48	337.69	341.83	379.54	341.71	373.47	368.98
ENSMUSG00000029703	204.53	185.80	188.11	179.22	151.98	166.38	181.35	174.21	156.81	208.67	163.17
ENSMUSG00000031154	1660.38	1628.44	1570.48	1598.13	1557.41	1530.70	1513.45	1586.60	1482.71	1584.56	1594.60
ENSMUSG00000038533	1189.10	1320.26	1353.57	1255.42	1213.31	1222.59	1163.79	1256.83	1190.15	1241.32	1273.83
ENSMUSG00000021228	59.88	52.70	64.95	71.69	58.06	55.46	65.23	54.22	52.66	73.13	53.77
ENSMUSG00000034177	91.77	99.15	69.24	82.18	97.34	64.09	116.12	78.22	67.87	97.51	83.44
ENSMUSG00000071424	247.31	264.41	254.90	271.02	289.45	262.51	257.03	239.99	256.29	280.83	233.63
ENSMUSG00000006390	216.98	259.05	208.34	236.92	243.34	200.89	229.63	221.32	208.31	231.10	261.44
ENSMUSG00000027646	2840.92	2603.01	2867.06	2411.18	2375.39	2452.57	2463.27	2440.78	2626.05	2741.05	2462.37
ENSMUSG00000032258	200.65	195.63	188.11	210.69	244.20	213.21	202.23	214.21	195.43	197.95	170.59
ENSMUSG00000041025	409.85	414.48	466.30	494.82	434.61	432.59	397.93	427.54	442.36	432.95	443.15
ENSMUSG00000028776	184.31	141.14	121.94	181.84	197.24	147.89	195.70	109.33	147.45	180.40	178.00
ENSMUSG00000029504	350.74	394.83	338.85	334.84	307.38	295.79	336.61	359.98	328.84	322.76	357.86
ENSMUSG00000026639	17.11	25.01	31.25	34.10	21.35	30.81	26.09	21.33	30.43	17.55	24.10
ENSMUSG00000018415	1589.61	1549.84	1621.95	1654.95	1704.27	1493.73	1655.66	1655.04	1494.41	1528.98	1587.19
ENSMUSG00000025465	939.46	954.91	1003.69	1010.63	1001.56	928.03	960.26	879.07	943.22	1062.88	914.12
ENSMUSG00000043518	145.43	175.98	172.80	194.08	199.80	171.31	185.27	163.55	172.03	164.79	172.44
ENSMUSG00000083674	43.55	38.41	33.70	44.59	40.98	48.07	36.53	48.00	44.47	32.18	16.69
ENSMUSG00000029047	232.53	232.25	208.34	219.44	197.24	231.70	212.67	197.32	231.71	209.65	172.44
ENSMUSG00000034854	672.71	658.35	670.96	631.21	628.43	617.46	643.22	569.75	657.68	641.63	669.36
ENSMUSG00000038290	928.57	991.54	1093.15	947.69	878.60	902.15	945.91	953.74	912.80	906.86	1003.12
ENSMUSG00000059119	2120.77	2076.87	2268.40	2092.95	2028.73	2079.14	2103.17	1924.36	2136.88	2087.72	1946.90
ENSMUSG00000025421	1402.18	1406.91	1544.13	1453.88	1461.78	1430.87	1411.68	1359.94	1483.88	1395.39	1348.00
ENSMUSG00000050043	1146.32	1116.60	1170.97	1150.51	1122.80	1173.29	1093.34	1090.62	1155.04	1020.95	1092.12
ENSMUSG00000038696	951.90	938.83	944.86	920.58	937.52	870.11	944.60	933.29	844.92	939.04	904.85
ENSMUSG00000034789	854.69	815.56	805.15	806.93	765.90	773.98	806.30	711.97	815.67	835.67	747.24
ENSMUSG00000080743	16.33	9.83	8.58	7.87	12.81	11.09	15.66	5.33	14.04	7.80	11.13
ENSMUSG00000024853	5016.13	4737.05	4799.68	4809.24	4770.41	4585.94	4652.55	4618.46	4684.52	4900.93	4511.25
ENSMUSG00000042328	315.74	287.64	269.00	266.65	227.98	262.51	280.51	254.21	260.97	253.53	278.13
ENSMUSG00000022443	2540.73	2452.94	2208.97	2216.22	2221.69	2196.22	2201.03	2418.56	2196.56	2381.23	2074.84
ENSMUSG00000017188	892.02	784.30	899.52	910.09	802.61	931.73	784.12	771.52	884.71	794.72	808.43
ENSMUSG00000035407	114.32	82.18	93.14	99.66	95.63	77.64	99.16	80.00	106.49	94.59	109.40
ENSMUSG00000000247	1210.87	1243.44	1299.03	1079.70	1021.19	1106.74	1128.56	1140.39	1148.02	1171.11	1088.41
ENSMUSG00000000282	972.90	897.74	906.26	820.05	857.26	883.67	863.71	818.63	901.09	849.33	852.93
ENSMUSG00000021587	390.40	389.47	435.05	356.69	264.69	385.76	343.14	255.10	363.95	358.84	428.32
ENSMUSG00000092060	249.64	243.86	311.89	249.16	291.16	244.02	285.73	284.43	258.63	235.00	254.02
ENSMUSG00000021271	265.19	260.84	272.06	272.77	245.91	268.67	260.94	271.10	258.63	240.85	216.94
ENSMUSG00000050567	278.41	277.81	269.00	311.23	278.35	257.58	243.98	294.21	277.35	266.21	298.52
ENSMUSG00000045100	266.75	233.15	269.00	239.54	252.74	241.56	215.28	222.21	262.14	269.13	255.88
ENSMUSG00000037814	160.21	184.91	156.86	215.07	202.36	179.94	204.84	203.55	156.81	155.04	157.61
ENSMUSG00000030263	29.55	63.42	28.80	24.48	29.88	23.42	35.23	36.44	38.62	39.98	25.96
ENSMUSG00000000440	24.89	21.44	19.61	42.84	34.15	22.18	32.62	24.89	26.92	29.25	27.81
ENSMUSG00000025077	127.54	118.81	118.87	151.25	123.81	119.55	99.16	139.55	127.56	117.99	135.36
ENSMUSG00000037946	214.64	232.25	194.85	215.07	211.75	181.17	225.71	210.66	212.99	193.07	213.23
ENSMUSG00000029718	395.07	386.79	256.74	558.64	525.11	321.67	469.69	255.99	388.52	545.09	469.11
ENSMUSG00000028096	585.60	594.03	590.69	558.64	534.50	566.93	531.01	524.42	562.89	594.82	535.86
ENSMUSG00000020810	1035.11	969.21	1101.11	908.34	917.88	962.54	1005.92	877.29	1000.57	1013.15	852.93
ENSMUSG00000040877	198.31	200.99	180.76	149.50	148.57	194.73	169.61	161.77	175.54	166.74	146.48
ENSMUSG00000042305	1189.87	1328.30	1278.20	1381.31	1296.98	1308.86	1212.06	1206.17	1294.30	1248.15	1227.47
ENSMUSG00000047473	255.08	276.92	312.50	326.09	283.48	300.72	296.17	263.10	318.31	271.08	229.92
ENSMUSG00000053801	338.30	262.62	346.82	277.14	254.44	282.23	280.51	259.54	341.71	283.76	268.86
ENSMUSG00000001520	398.18	407.33	411.77	327.84	324.46	356.18	345.75	396.43	367.46	362.74	331.90
ENSMUSG00000061835	12.44	19.65	14.71	8.74	5.98	13.56	10.44	11.56	17.55	6.83	11.13
ENSMUSG00000068739	2956.02	2761.12	2825.39	2953.21	2608.48	2865.44	2604.18	2633.66	2854.25	2762.50	2614.41
ENSMUSG00000011254	175.76	155.43	164.83	159.11	159.67	170.08	157.87	184.88	138.09	151.14	133.50
ENSMUSG00000029502	1551.50	1434.60	1623.79	1383.06	1553.99	1502.35	1410.38	1547.49	1428.88	1470.47	1375.81
ENSMUSG00000085615	18.66	22.33	16.54	17.48	25.62	22.18	18.27	19.55	22.23	14.63	18.54
ENSMUSG00000041168	1376.52	1218.43	1335.80	1211.71	1240.63	1179.45	1283.82	1175.95	1225.25	1315.43	1220.06
ENSMUSG00000037363	134.54	125.06	120.10	118.90	105.88	115.85	109.59	128.88	115.86	120.91	101.98
ENSMUSG00000024617	86949.42	82715.65	83537.52	80051.47	86741.72	74273.51	79827.96	96432.17	77154.77	86145.64	72547.08
ENSMUSG00000033009	2869.69	2802.21	3280.67	2757.38	2668.25	2759.45	2750.30	2869.21	2791.05	2766.40	2723.81
ENSMUSG00000097006	2364.19	2110.81	2270.85	2258.18	1959.57	1975.62	2127.96	1964.36	2146.24	2237.89	2260.26
ENSMUSG00000030314	602.71	602.07	617.04	619.84	559.27	601.43	571.46	533.31	589.81	608.47	576.65
ENSMUSG00000091754	10.89	15.19	11.64	10.49	7.68	6.16	15.66	8.89	9.36	15.60	7.42
ENSMUSG00000004207	34231.03	33926.65	32784.00	34683.20	33584.99	31763.90	33036.26	30371.10	32946.13	35595.63	32296.30
ENSMUSG00000073609	202.98	189.37	199.14	186.21	201.51	193.49	186.57	183.10	177.88	206.72	185.42
ENSMUSG00000003581	363.96	361.78	341.91	326.97	294.58	343.85	288.34	287.10	340.54	324.71	383.82
ENSMUSG00000020704	1386.63	1338.13	1482.24	1329.73	1250.88	1306.40	1306.00	1279.94	1303.66	1320.31	1364.68
ENSMUSG00000028167	54.44	68.78	52.08	76.93	51.23	48.07	73.06	48.00	51.49	67.28	63.04
ENSMUSG00000049858	237.20	249.22	226.10	242.17	235.66	219.38	230.93	241.77	223.52	214.53	250.32
ENSMUSG00000057863	52.11	39.30	52.70	37.59	48.67	48.07	49.58	33.78	50.32	42.91	46.35
ENSMUSG00000035594	93.32	83.97	127.45	105.78	90.51	117.08	90.02	103.11	104.15	86.79	77.88
ENSMUSG00000032826	16540.02	16611.38	17724.42	14668.15	16639.66	15956.51	15310.63	16907.69	15707.13	15951.92	15345.28
ENSMUSG00000041837	500.84	459.14	481.01	493.08	425.21	438.75	454.03	444.42	464.59	449.53	493.21
ENSMUSG00000046610	18.66	24.12	15.93	29.72	22.20	24.65	14.35	27.55	22.23	19.50	14.83
ENSMUSG00000052056	111.21	127.74	96.20	130.26	114.41	110.92	130.47	104.00	102.98	116.04	101.98
ENSMUSG00000032420	98.77	106.30	90.69	154.74	123.81	120.78	103.07	80.89	121.71	132.62	101.98
ENSMUSG00000017493	1619.16	1658.82	1743.28	1965.31	1795.63	1688.45	1780.91	1663.93	1751.87	1680.12	1596.46
ENSMUSG00000062040	325.08	343.02	348.66	382.92	368.86	351.25	364.01	316.43	341.71	362.74	304.09
ENSMUSG00000031153	1808.92	1794.59	1788.62	1696.92	1623.15	1645.32	1621.74	1766.14	1660.59	1670.37	1728.11
ENSMUSG00000009090	4064.23	3756.23	4202.86	3538.08	3432.44	3476.74	3629.67	3489.62	3698.00	3917.04	3791.82
ENSMUSG00000008036	1941.13	1802.63	1973.06	1756.37	1594.98	1784.59	1752.21	1465.71	1841.98	1874.17	1789.29
ENSMUSG00000032743	548.28	536.86	507.97	492.20	605.37	513.93	529.71	551.98	504.38	499.26	509.90
ENSMUSG00000032112	737.25	699.44	813.12	749.23	691.61	748.10	701.93	636.42	778.22	703.06	717.57
ENSMUSG00000038467	3181.55	3253.31	3210.81	3309.91	3069.56	3229.02	3073.87	2773.21	3260.32	3190.58	3031.60
ENSMUSG00000045327	23.33	20.55	17.16	22.73	17.93	12.32	14.35	24.00	19.89	21.45	24.10
ENSMUSG00000067274	1535.17	1473.01	1450.99	1501.96	1396.88	1392.67	1457.35	1270.17	1459.31	1494.85	1455.54
ENSMUSG00000070697	605.82	560.98	596.82	590.99	609.64	576.79	601.47	536.87	586.30	572.39	565.53
ENSMUSG00000066892	157.09	132.20	115.20	118.02	128.93	112.15	135.69	135.11	119.37	125.79	122.38
ENSMUSG00000059183	184.31	167.94	173.41	165.23	158.81	147.89	160.48	209.77	141.60	150.17	170.59
ENSMUSG00000034243	3015.90	2914.76	3260.45	2833.44	2976.49	2909.81	2728.12	3157.19	2923.29	2932.17	2701.56
ENSMUSG00000044197	461.95	446.64	392.77	537.66	498.64	417.80	473.61	436.43	449.38	436.85	493.21
ENSMUSG00000087259	328.97	277.81	303.92	298.12	262.13	305.65	270.07	254.21	304.27	306.19	261.44
ENSMUSG00000042502	1455.07	1362.25	1453.44	1435.52	1310.65	1343.37	1326.88	1405.27	1378.56	1402.22	1249.72
ENSMUSG00000029420	1763.81	1594.50	1587.64	1439.89	1575.34	1514.68	1352.97	1777.70	1514.31	1504.60	1542.69
ENSMUSG00000040591	1725.71	1614.15	1845.60	1722.27	1569.36	1642.85	1574.77	1539.49	1739.00	1684.03	1642.81
ENSMUSG00000042628	1011.00	856.65	1014.72	884.74	855.55	888.60	885.89	855.96	874.18	946.84	908.55
ENSMUSG00000025486	934.79	834.32	927.09	922.33	821.40	839.30	896.33	783.08	858.97	918.56	849.22
ENSMUSG00000033871	185.09	169.72	185.05	136.38	165.65	152.82	169.61	173.33	169.69	157.97	150.19
ENSMUSG00000031816	406.73	341.23	330.27	355.82	315.07	367.27	306.60	320.87	355.76	326.66	350.44
ENSMUSG00000007872	552.94	601.18	504.91	490.45	521.70	472.03	581.90	384.87	500.87	582.14	574.80
ENSMUSG00000023284	235.64	271.56	298.41	256.15	294.58	300.72	216.58	275.54	273.84	248.65	252.17
ENSMUSG00000039599	576.27	518.99	494.49	560.39	514.01	521.33	529.71	513.75	537.15	482.68	495.07
ENSMUSG00000033948	487.61	473.44	589.47	512.31	468.76	484.35	456.64	478.20	502.04	500.23	519.17
ENSMUSG00000023965	1395.96	1379.22	1484.69	1351.59	1425.91	1308.86	1380.37	1375.94	1275.58	1370.04	1455.54
ENSMUSG00000021636	28.00	18.76	25.74	35.84	41.84	34.51	24.79	19.55	36.28	30.23	27.81
ENSMUSG00000028402	1760.70	1699.91	2001.24	1571.03	1735.86	1734.06	1610.00	1777.70	1676.97	1674.27	1679.90
ENSMUSG00000063428	216.20	250.12	189.95	243.92	243.34	248.95	232.24	182.21	200.11	224.28	237.34
ENSMUSG00000026922	43.55	35.73	36.15	45.46	58.06	41.90	46.97	33.78	32.77	52.66	44.50
ENSMUSG00000029695	119.77	157.22	102.94	177.47	197.24	130.64	157.87	143.10	129.90	167.72	137.21
ENSMUSG00000049939	2385.97	2140.29	2340.71	2173.38	2262.68	2209.78	2071.86	2159.90	2187.20	2274.95	2182.38
ENSMUSG00000028681	25.66	20.55	12.26	28.85	16.22	11.09	15.66	20.44	17.55	27.30	25.96
ENSMUSG00000028567	384.96	453.78	392.16	454.61	432.04	412.87	401.85	405.32	394.38	420.27	407.92
ENSMUSG00000061306	1606.72	1550.73	1473.05	1549.17	1480.56	1455.52	1495.18	1283.50	1523.67	1545.56	1576.06
ENSMUSG00000039759	206.87	204.56	184.44	215.94	179.31	194.73	208.75	150.22	193.09	213.55	187.27
ENSMUSG00000035152	10457.67	9893.04	11451.70	9747.87	9647.55	9821.38	9616.93	9899.12	9857.04	10072.95	9994.09
ENSMUSG00000024369	366.29	381.43	370.10	371.56	372.27	347.55	353.57	319.99	361.61	405.65	367.13
ENSMUSG00000038013	1720.26	1677.57	1841.93	1707.41	1743.54	1649.02	1693.50	1737.70	1664.10	1691.83	1615.00
ENSMUSG00000026309	538.16	480.58	517.16	549.03	486.69	518.86	487.96	469.31	521.93	489.51	493.21
ENSMUSG00000047495	1220.20	1237.19	1251.24	1114.67	1266.25	1215.19	1115.52	1259.50	1236.96	1158.44	1042.06
ENSMUSG00000028351	5074.46	4908.56	5118.92	5248.99	4952.28	4865.71	4640.81	5238.88	4875.27	4861.93	4780.10
ENSMUSG00000057497	251.20	327.83	316.18	316.48	291.16	284.70	292.25	286.21	264.48	295.46	320.78
ENSMUSG00000087185	14.00	12.51	11.64	6.12	9.39	9.86	6.52	15.11	9.36	12.68	5.56
ENSMUSG00000025410	4411.09	4252.00	4246.36	3986.57	3934.50	3868.66	4013.25	3782.94	4077.16	4287.58	4082.93
ENSMUSG00000046341	40.44	32.16	36.77	68.19	50.38	44.37	50.88	34.67	44.47	39.98	50.06
ENSMUSG00000024158	1264.53	1110.34	1274.52	1264.16	1134.75	1239.84	1152.05	1089.73	1220.57	1161.36	1142.18
ENSMUSG00000044600	1643.27	1720.45	1707.12	1866.52	1735.86	1673.67	1662.19	1614.15	1724.95	1712.30	1640.96
ENSMUSG00000029636	2441.18	2469.02	2452.23	2340.36	2363.43	2368.77	2341.93	2292.34	2276.14	2356.86	2336.28
ENSMUSG00000002846	295.52	281.38	267.77	290.25	290.31	285.93	267.46	308.43	283.20	244.75	248.46
ENSMUSG00000085236	13.22	14.29	11.03	11.37	14.52	13.56	13.05	10.67	16.38	12.68	5.56
ENSMUSG00000034473	250.42	293.89	288.61	296.37	276.64	257.58	276.60	266.65	262.14	259.38	315.21
ENSMUSG00000052738	1790.25	1715.09	1854.18	1977.55	1819.54	1767.33	1808.31	1555.49	1840.81	1813.72	1820.82
ENSMUSG00000053565	1542.17	1437.28	1390.94	1470.49	1305.52	1375.41	1461.26	1248.83	1428.88	1407.09	1349.85
ENSMUSG00000070570	28990.14	26737.56	28697.56	23709.63	23217.65	24064.79	25304.62	25571.31	25151.07	27285.69	24556.90
ENSMUSG00000025571	2279.42	2304.65	2403.82	2197.86	2157.66	2084.07	1940.09	2579.44	2120.50	2199.86	2187.95
ENSMUSG00000028701	444.84	446.64	459.56	496.57	543.04	435.05	454.03	477.31	436.50	499.26	454.28
ENSMUSG00000025645	80.88	92.01	83.33	104.91	75.99	94.90	58.71	82.66	85.43	81.91	103.83
ENSMUSG00000024646	600.38	661.92	612.75	733.49	611.35	647.04	641.91	575.97	657.68	617.25	578.51
ENSMUSG00000027314	43.55	33.05	43.51	49.83	29.03	46.83	31.31	41.78	50.32	35.10	20.40
ENSMUSG00000044595	18.66	17.87	15.93	17.48	11.10	16.02	13.05	16.89	21.06	8.78	18.54
ENSMUSG00000038803	220.09	222.43	221.20	224.68	206.63	216.91	229.63	182.21	200.11	238.90	198.40
ENSMUSG00000035529	547.50	570.80	628.07	657.44	647.21	606.36	600.16	563.53	575.76	587.99	600.76
ENSMUSG00000022964	1672.04	1629.34	1889.11	1749.37	1575.34	1634.23	1675.23	1607.93	1654.74	1642.10	1648.38
ENSMUSG00000028797	1155.65	999.58	1011.04	1111.17	1052.79	1048.81	1003.31	978.62	1049.72	1047.27	1040.20
ENSMUSG00000026179	4102.34	3395.35	3938.76	3411.32	3634.80	3566.71	3430.05	3590.95	3731.94	3616.70	3439.52
ENSMUSG00000027330	216.20	244.76	227.33	173.98	203.21	194.73	164.39	233.77	216.50	221.35	194.69
ENSMUSG00000019320	7.00	17.87	7.35	18.36	16.22	9.86	18.27	14.22	12.87	12.68	5.56
ENSMUSG00000042826	702.26	714.62	848.66	553.40	557.56	692.64	654.96	633.75	706.83	639.68	574.80
ENSMUSG00000018736	1479.18	1491.77	1612.15	1591.13	1426.77	1369.25	1479.53	1455.05	1451.11	1451.95	1605.73
ENSMUSG00000074129	3883.03	3614.20	3763.51	4012.80	3820.94	3718.30	3826.68	3085.20	3937.90	3872.19	3645.34
ENSMUSG00000035686	486.06	565.44	544.12	537.66	482.42	529.95	529.71	446.20	502.04	501.21	526.59
ENSMUSG00000022360	141.54	158.11	129.90	160.86	168.21	119.55	156.56	193.77	115.86	124.81	163.17
ENSMUSG00000020537	852.35	778.94	841.31	775.46	777.00	803.56	718.89	797.30	799.28	792.77	736.11
ENSMUSG00000034088	4811.60	4638.79	4610.95	4366.00	4666.24	4330.82	4318.55	4561.58	4463.34	4584.02	4440.79
ENSMUSG00000032360	44.33	54.49	64.95	40.22	56.35	49.30	74.37	47.11	40.96	48.76	40.79
ENSMUSG00000032609	393.51	359.10	346.20	370.68	379.96	340.16	383.58	258.66	372.14	373.47	420.90
ENSMUSG00000020080	86.32	120.59	88.24	109.28	102.46	96.13	82.20	90.66	99.47	110.19	103.83
ENSMUSG00000035235	109.66	129.53	132.97	136.38	156.25	130.64	117.42	143.99	121.71	111.16	144.63
ENSMUSG00000018861	165.65	146.50	142.16	138.13	119.54	118.32	122.64	159.10	126.39	139.44	157.61
ENSMUSG00000021902	71.55	83.97	72.92	89.17	81.97	76.41	86.11	84.44	74.90	63.38	74.17
ENSMUSG00000009563	421.51	369.82	390.93	365.44	355.20	374.66	349.66	357.32	388.52	392.00	331.90
ENSMUSG00000029559	1711.71	1548.05	1640.33	1537.80	1556.55	1549.19	1568.25	1471.05	1581.01	1584.56	1494.48
ENSMUSG00000059981	2995.68	2803.10	3000.03	2586.90	2605.92	2618.95	2606.79	2648.77	2793.39	2786.88	2731.22
ENSMUSG00000003527	435.51	423.41	453.44	403.90	403.87	359.87	413.59	444.42	375.65	448.55	404.21
ENSMUSG00000074158	33.44	62.53	43.51	62.95	64.04	55.46	56.10	44.44	43.30	47.78	61.19
ENSMUSG00000046516	186.65	213.49	205.88	210.69	198.09	211.98	207.45	185.77	207.13	175.52	187.27
ENSMUSG00000042099	248.86	228.68	229.78	236.05	220.29	189.80	250.50	249.77	227.03	236.95	178.00
ENSMUSG00000027525	2404.63	2377.01	2401.98	2401.56	2478.70	2256.61	2331.50	2436.34	2300.72	2302.25	2308.47
ENSMUSG00000042541	584.83	565.44	588.24	692.41	636.97	627.32	664.09	515.53	617.89	585.07	534.01
ENSMUSG00000042073	265.19	273.34	185.66	278.01	306.53	228.00	260.94	237.32	248.09	292.53	237.34
ENSMUSG00000026317	583.27	546.69	625.62	674.92	613.06	584.18	628.86	562.64	596.83	582.14	565.53
ENSMUSG00000041199	1010.23	919.18	1042.90	892.61	843.60	884.90	957.65	884.41	943.22	963.41	804.72
ENSMUSG00000003575	5062.02	4747.77	5092.57	4285.57	4451.93	4198.95	4644.73	4958.89	4472.71	4778.07	4262.78
ENSMUSG00000060780	2231.98	1934.84	2422.20	1730.14	1836.61	1960.83	1924.43	1886.14	2010.49	2069.20	1889.42
ENSMUSG00000049971	402.85	359.10	435.67	389.04	360.32	406.71	328.78	410.65	395.55	362.74	341.17
ENSMUSG00000031451	2466.07	2403.81	2076.00	2760.88	2785.23	2193.76	2562.43	2130.57	2280.82	2674.74	2592.16
ENSMUSG00000020319	208.42	197.41	204.66	256.15	253.59	186.10	237.46	197.32	197.77	228.18	252.17
ENSMUSG00000045092	2557.06	3119.32	2691.20	2857.92	2701.55	2649.76	2762.05	2654.10	2594.45	2737.15	2695.99
ENSMUSG00000026281	393.51	371.60	346.20	377.68	357.76	363.57	336.61	365.32	367.46	327.64	376.40
ENSMUSG00000036114	197.53	164.36	205.27	229.05	169.91	213.21	176.13	135.11	227.03	197.95	166.88
ENSMUSG00000031980	510.95	560.08	677.70	370.68	292.01	426.43	438.38	278.21	492.68	494.38	645.26
ENSMUSG00000073985	18.66	8.04	5.51	13.99	13.66	9.86	7.83	18.67	10.53	12.68	5.56
ENSMUSG00000027618	777.70	770.90	797.19	777.21	758.21	796.16	747.59	692.41	806.30	747.91	695.32
ENSMUSG00000030801	285.41	290.31	292.89	327.84	276.64	267.44	305.30	272.88	283.20	290.58	283.69
ENSMUSG00000027498	553.72	515.42	545.35	489.58	474.74	510.23	533.62	464.87	491.51	501.21	487.65
ENSMUSG00000097209	29.55	31.26	33.70	15.74	26.47	24.65	28.70	36.44	18.72	29.25	16.69
ENSMUSG00000072720	55.99	64.32	50.86	34.97	49.52	41.90	70.45	44.44	42.13	41.93	57.48
ENSMUSG00000003038	171.87	170.62	155.64	191.46	181.01	171.31	176.13	172.44	136.92	145.29	211.38
ENSMUSG00000055782	690.59	684.25	695.47	799.94	835.06	714.82	696.71	748.41	696.30	654.30	775.05
ENSMUSG00000068876	127.54	111.66	93.14	141.63	93.92	93.67	114.81	112.88	100.64	138.47	87.15
ENSMUSG00000021550	234.09	239.40	220.59	242.17	229.68	248.95	232.24	195.55	230.54	228.18	211.38
ENSMUSG00000021010	264.42	332.30	348.04	290.25	326.17	289.63	356.18	319.99	273.84	284.73	278.13
ENSMUSG00000009633	62.99	75.04	64.95	65.57	63.18	70.25	61.32	72.00	69.04	57.53	46.35
ENSMUSG00000031996	11459.34	11713.54	10951.08	11936.99	11614.80	10876.36	11001.21	11376.38	10899.73	11500.52	10978.66
ENSMUSG00000007892	2550.84	2215.33	2475.51	2634.99	2328.42	2575.82	2422.82	1890.58	2568.70	2466.07	2176.82
ENSMUSG00000041741	62.22	48.24	63.11	38.47	70.87	53.00	50.88	48.89	51.49	67.28	55.63
ENSMUSG00000023966	336.74	348.38	315.57	341.83	327.02	305.65	314.43	276.43	307.78	384.20	341.17
ENSMUSG00000087231	34.22	25.91	23.28	28.85	25.62	33.28	23.48	30.22	28.09	23.40	16.69
ENSMUSG00000039356	269.86	260.84	264.71	271.02	231.39	240.33	262.24	249.77	256.29	264.26	218.79
ENSMUSG00000047230	463.51	510.95	246.94	830.54	890.56	436.29	703.23	495.98	464.59	646.50	621.15
ENSMUSG00000041879	3101.45	3019.28	3439.98	3248.71	3121.64	2972.67	2999.50	3249.63	3046.17	3213.01	2914.79
ENSMUSG00000029557	152.43	132.20	186.89	166.98	163.08	166.38	167.00	111.11	180.22	158.94	146.48
ENSMUSG00000039148	1199.98	1092.48	1171.58	1130.40	1075.84	1077.16	1008.53	1110.17	1119.93	1182.82	1042.06
ENSMUSG00000083282	1002.45	923.65	1001.85	962.55	901.66	914.48	911.98	855.07	980.67	963.41	919.68
ENSMUSG00000040128	500.84	587.78	642.16	698.52	641.23	550.90	630.17	588.42	551.19	610.42	617.45
ENSMUSG00000049804	1929.46	1999.15	2289.85	1843.79	1882.72	1897.97	1903.55	1813.25	1916.87	1966.81	2008.09
ENSMUSG00000008683	1504.84	1579.31	1644.62	1569.28	1569.36	1456.75	1512.15	1563.49	1499.09	1494.85	1576.06
ENSMUSG00000039089	502.39	473.44	413.61	614.60	615.62	494.21	536.23	475.53	498.53	492.43	526.59
ENSMUSG00000034601	167.98	170.62	172.18	144.25	175.04	156.52	160.48	194.66	147.45	155.04	135.36
ENSMUSG00000039509	748.14	774.47	774.52	660.06	690.76	680.31	695.40	662.19	715.02	743.04	726.84
ENSMUSG00000038462	2175.99	1910.72	2231.03	2129.67	2156.80	2044.63	2109.70	1802.59	2104.11	2119.90	2084.11
ENSMUSG00000037916	2782.59	2556.56	2656.89	2509.97	2408.69	2404.51	2571.56	2218.57	2564.02	2723.50	2440.12
ENSMUSG00000044348	298.63	372.50	329.66	340.96	329.58	321.67	328.78	332.43	314.80	322.76	300.38
ENSMUSG00000010307	374.07	365.35	295.35	389.91	430.34	332.76	391.41	279.10	344.05	378.34	420.90
ENSMUSG00000029148	1455.07	1405.12	1496.34	1348.09	1290.15	1390.20	1306.00	1321.72	1366.86	1369.06	1333.16
ENSMUSG00000036766	2935.02	3071.09	3147.70	3065.99	3018.33	3036.75	2955.14	2744.77	2986.49	2799.56	3115.04
ENSMUSG00000063889	202.98	212.60	223.04	257.03	257.01	250.19	211.36	208.88	249.26	211.60	194.69
ENSMUSG00000062762	1837.69	1912.51	1851.73	1868.27	1782.82	1753.77	1803.09	1797.25	1802.19	1836.14	1670.63
ENSMUSG00000034354	2539.95	2445.79	2553.33	2219.72	2432.59	2251.68	2332.80	2405.23	2308.91	2324.68	2475.34
ENSMUSG00000050157	20.22	26.80	18.38	27.10	35.86	28.35	22.18	20.44	32.77	28.28	11.13
